"booking_id","origin","destination","travel_date","booking_date","days_in_advance","departure_hour","time_bucket","day_of_week","is_weekend","is_holiday","season","seat_class","total_seats","seats_booked","occupancy_rate","base_fare","season_mult","dow_mult","advance_mult","occupancy_mult","time_mult","holiday_mult","dynamic_fare","competitor_fare","demand_score","revenue"
"BK1622","TIRUCHENDUR","MADURAI",2024-09-09,2024-08-24,16,14,"Afternoon","Monday",FALSE,FALSE,"Normal","Sleeper",40,12,0.3,320,1.004,0.982,0.801,0.9,1.026,1,235,230,32.5,2820
"BK1721","TIRUCHENDUR","TRICHY",2024-09-09,2024-08-20,20,22,"Night","Monday",FALSE,FALSE,"Normal","Seater",40,28,0.7,535,1.017,1.003,0.806,1.076,1.038,1,490,455,48.2,13720
"BK2055","TIRUPPUR","SALEM",2024-09-09,2024-09-09,0,6,"Early Morning","Monday",FALSE,FALSE,"Normal","Semi-Sleeper",40,24,0.6,210,0.987,1.002,1.281,1.02,0.95,1,260,245,44.2,6240
"BK2067","TIRUPPUR","SALEM",2024-09-09,2024-09-07,2,21,"Night","Monday",FALSE,FALSE,"Normal","Seater",40,24,0.6,210,1.046,1.033,1.231,1.098,1.052,1,320,325,45.7,7680
"BK2086","TIRUPPUR","SALEM",2024-09-09,2024-08-12,28,7,"Early Morning","Monday",FALSE,FALSE,"Normal","Semi-Sleeper",40,19,0.475,210,0.994,0.972,0.884,0.96,0.881,1,150,155,43.6,2850
"BK0354","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-10,2024-09-04,6,7,"Early Morning","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,27,0.675,1145,1.029,1.006,1.023,1.046,0.915,1,1160,1150,48.8,31320
"BK0781","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-09-10,2024-09-02,8,17,"Evening","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,25,0.625,1020,0.967,0.983,0.983,1.138,1.186,1,1285,1245,46.9,32125
"BK0895","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-10,2024-09-04,6,14,"Afternoon","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,25,0.625,750,1.033,1.039,1.054,1.084,0.958,1,880,920,46.6,22000
"BK0993","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-09-10,2024-09-07,3,7,"Early Morning","Tuesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,19,0.475,530,1.037,1.038,1.113,0.984,0.896,1,560,535,40.3,10640
"BK1016","COIMBATORE","SALEM",2024-09-10,2024-08-15,26,5,"Early Morning","Tuesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,21,0.525,295,1.049,0.951,0.8,1.112,0.952,1,250,240,41.4,5250
"BK1109","MADURAI","TRICHY",2024-09-10,2024-08-27,14,22,"Night","Tuesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,16,0.4,220,1.043,0.954,0.948,0.91,1.021,1,195,180,37.7,3120
"BK1165","MADURAI","TRICHY",2024-09-10,2024-09-09,1,20,"Evening","Tuesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,27,0.675,220,1.03,1.019,1.472,1.02,1.19,1,410,410,50.8,11070
"BK1335","NAGERCOIL","TIRUNELVELI",2024-09-10,2024-09-10,0,8,"Early Morning","Tuesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,24,0.6,145,1.043,0.968,1.349,1.013,0.939,1,190,180,45.7,4560
"BK1635","TIRUCHENDUR","MADURAI",2024-09-10,2024-09-10,0,21,"Night","Tuesday",FALSE,FALSE,"Normal","Seater",40,23,0.575,320,0.993,1.028,1.441,1.026,1.058,1,510,500,46.7,11730
"BK1746","TIRUCHENDUR","TRICHY",2024-09-10,2024-08-11,30,18,"Evening","Tuesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,36,0.9,535,1.003,0.957,0.818,1.319,1.135,1,630,645,58.2,22680
"BK1752","TIRUCHENDUR","TRICHY",2024-09-10,2024-09-07,3,20,"Evening","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,10,0.25,535,0.961,1.039,1.24,0.811,1.161,1,625,625,30.2,6250
"BK1827","TIRUNELVELI","MADURAI",2024-09-10,2024-08-23,18,6,"Early Morning","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,26,0.65,280,1.004,1.014,0.822,1.093,0.92,1,235,230,49.4,6110
"BK1996","TIRUNELVELI","TRICHY",2024-09-10,2024-09-02,8,21,"Night","Tuesday",FALSE,FALSE,"Normal","Seater",40,36,0.9,510,1.026,1.047,0.924,1.326,1.067,1,715,740,58.8,25740
"BK2099","TIRUPPUR","SALEM",2024-09-10,2024-09-02,8,22,"Night","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,35,0.875,210,0.985,1.027,0.931,1.166,1.048,1,240,250,55.7,8400
"BK0165","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-11,2024-09-10,1,19,"Evening","Wednesday",FALSE,FALSE,"Normal","Seater",40,40,1,825,1.011,0.97,1.383,1.442,1.17,1,1890,1850,63.3,75600
"BK0583","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-11,2024-08-27,15,17,"Evening","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,14,0.35,545,1.014,0.979,0.835,0.921,1.1,1,460,490,38.4,6440
"BK0646","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-09-11,2024-08-25,17,19,"Evening","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,26,0.65,1050,0.99,1.018,0.91,1.085,1.153,1,1205,1200,46.7,31330
"BK0841","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-11,2024-08-15,27,10,"Morning","Wednesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,28,0.7,750,1.019,0.951,0.917,1.11,1.023,1,755,705,50.7,21140
"BK0911","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-09-11,2024-09-09,2,22,"Night","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,22,0.55,530,1.03,0.987,1.171,1.053,1.005,1,665,705,44.9,14630
"BK1174","MADURAI","TRICHY",2024-09-11,2024-09-02,9,10,"Morning","Wednesday",FALSE,FALSE,"Normal","Seater",40,21,0.525,220,1.042,0.97,0.943,1.007,1.004,1,210,205,42.1,4410
"BK1218","NAGERCOIL","MADURAI",2024-09-11,2024-08-31,11,5,"Early Morning","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,24,0.6,420,0.958,1.009,0.94,1.099,0.893,1,375,375,46.5,9000
"BK1705","TIRUCHENDUR","TRICHY",2024-09-11,2024-09-10,1,8,"Early Morning","Wednesday",FALSE,FALSE,"Normal","Seater",40,21,0.525,535,1.007,0.973,1.263,1.031,0.916,1,625,650,41.1,13125
"BK1739","TIRUCHENDUR","TRICHY",2024-09-11,2024-09-04,7,7,"Early Morning","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,18,0.45,535,1.043,1.032,1.05,0.974,0.967,1,570,595,38.3,10260
"BK0268","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-12,2024-08-15,28,7,"Early Morning","Thursday",FALSE,FALSE,"Normal","Sleeper",40,39,0.975,740,0.983,0.995,0.892,1.485,0.936,1,895,940,59.9,34905
"BK0310","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-12,2024-09-07,5,22,"Night","Thursday",FALSE,FALSE,"Normal","Sleeper",40,39,0.975,1145,1.035,0.966,1.02,1.323,1.027,1,1590,1500,59.4,62010
"BK0536","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-12,2024-09-11,1,19,"Evening","Thursday",FALSE,FALSE,"Normal","Semi-Sleeper",40,15,0.375,545,1.028,0.97,1.255,0.988,1.159,1,780,780,38,11700
"BK0897","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-12,2024-09-09,3,21,"Night","Thursday",FALSE,FALSE,"Normal","Semi-Sleeper",40,21,0.525,750,1.004,0.995,1.103,1.063,1.099,1,965,890,41.4,20265
"BK1401","NAGERCOIL","TRICHY",2024-09-12,2024-09-07,5,17,"Evening","Thursday",FALSE,FALSE,"Normal","Seater",40,16,0.4,650,0.988,1.01,1.09,0.971,1.112,1,760,725,39,12160
"BK1535","THANJAVUR","TRICHY",2024-09-12,2024-08-27,16,22,"Night","Thursday",FALSE,FALSE,"Normal","Seater",40,17,0.425,120,0.97,0.95,0.862,0.967,1.063,1,100,95,39.5,1700
"BK1602","TIRUCHENDUR","MADURAI",2024-09-12,2024-09-03,9,19,"Evening","Thursday",FALSE,FALSE,"Normal","Sleeper",40,25,0.625,320,1.039,0.979,0.922,1.14,1.114,1,380,410,47.8,9500
"BK1607","TIRUCHENDUR","MADURAI",2024-09-12,2024-09-08,4,10,"Morning","Thursday",FALSE,FALSE,"Normal","Semi-Sleeper",40,39,0.975,320,0.954,1.041,1.08,1.482,1.076,1,545,560,63.5,21255
"BK1824","TIRUNELVELI","MADURAI",2024-09-12,2024-09-06,6,7,"Early Morning","Thursday",FALSE,FALSE,"Normal","Sleeper",40,12,0.3,280,1.035,0.969,1.099,0.939,0.957,1,275,285,34.6,3300
"BK0091","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-09-13,2024-09-03,10,21,"Night","Friday",FALSE,FALSE,"Normal","Seater",40,31,0.775,680,0.963,1.123,0.937,1.157,1.013,1,810,785,62.7,25110
"BK0166","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-13,2024-09-08,5,18,"Evening","Friday",FALSE,FALSE,"Normal","Seater",40,26,0.65,825,1.017,1.112,1.01,1.134,1.159,1,1240,1335,60.6,32240
"BK0216","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-13,2024-09-01,12,6,"Early Morning","Friday",FALSE,FALSE,"Normal","Sleeper",40,16,0.4,740,0.982,1.119,0.953,0.998,0.956,1,740,780,46.8,11840
"BK0365","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-13,2024-09-11,2,19,"Evening","Friday",FALSE,FALSE,"Normal","Sleeper",40,30,0.75,1145,1.012,1.054,1.237,1.247,1.108,1,2085,2120,63,62550
"BK0513","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-13,2024-08-30,14,20,"Evening","Friday",FALSE,FALSE,"Normal","Sleeper",40,24,0.6,545,0.957,1.143,0.949,1.018,1.155,1,665,700,58.8,15960
"BK0832","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-13,2024-09-05,8,7,"Early Morning","Friday",FALSE,FALSE,"Normal","Sleeper",40,25,0.625,750,0.982,1.084,0.99,1.116,0.969,1,855,850,56.7,21375
"BK1085","COIMBATORE","SALEM",2024-09-13,2024-09-10,3,8,"Early Morning","Friday",FALSE,FALSE,"Normal","Sleeper",40,11,0.275,295,0.965,1.079,1.207,0.896,0.949,1,315,295,44.7,3465
"BK1186","MADURAI","TRICHY",2024-09-13,2024-09-09,4,8,"Early Morning","Friday",FALSE,FALSE,"Normal","Semi-Sleeper",40,26,0.65,220,1.018,1.069,1.017,1.137,0.929,1,255,240,57.7,6630
"BK1251","NAGERCOIL","MADURAI",2024-09-13,2024-09-03,10,19,"Evening","Friday",FALSE,FALSE,"Normal","Seater",40,35,0.875,420,0.976,1.075,0.961,1.264,1.155,1,620,645,68.1,21700
"BK1321","NAGERCOIL","TIRUNELVELI",2024-09-13,2024-09-12,1,18,"Evening","Friday",FALSE,FALSE,"Normal","Seater",40,17,0.425,145,1.005,1.115,1.354,0.943,1.121,1,230,230,47.9,3910
"BK1476","NAGERCOIL","TRICHY",2024-09-13,2024-09-12,1,8,"Early Morning","Friday",FALSE,FALSE,"Normal","Sleeper",40,34,0.85,650,1.001,1.052,1.275,1.203,0.939,1,985,945,64.9,33490
"BK1482","NAGERCOIL","TRICHY",2024-09-13,2024-08-25,19,17,"Evening","Friday",FALSE,FALSE,"Normal","Sleeper",40,18,0.45,650,1.013,1.14,0.875,0.99,1.141,1,740,705,50.4,13320
"BK1543","THANJAVUR","TRICHY",2024-09-13,2024-09-07,6,19,"Evening","Friday",FALSE,FALSE,"Normal","Semi-Sleeper",40,23,0.575,120,0.995,1.08,1.049,1.068,1.126,1,165,155,55.2,3795
"BK1673","TIRUCHENDUR","MADURAI",2024-09-13,2024-08-23,21,22,"Night","Friday",FALSE,FALSE,"Normal","Sleeper",40,28,0.7,320,0.978,1.148,0.866,1.027,1.002,1,320,330,61.5,8960
"BK1700","TIRUCHENDUR","MADURAI",2024-09-13,2024-09-12,1,6,"Early Morning","Friday",FALSE,FALSE,"Normal","Semi-Sleeper",40,20,0.5,320,0.969,1.133,1.295,1.112,0.883,1,445,420,51.3,8900
"BK1744","TIRUCHENDUR","TRICHY",2024-09-13,2024-09-04,9,17,"Evening","Friday",FALSE,FALSE,"Normal","Sleeper",40,39,0.975,535,1.029,1.104,0.977,1.447,1.118,1,960,1030,69.1,37440
"BK0170","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-14,2024-08-30,15,14,"Afternoon","Saturday",TRUE,FALSE,"Normal","Sleeper",40,26,0.65,825,1.02,1.137,0.801,1.096,0.959,1,805,760,60.8,20930
"BK0530","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-14,2024-08-26,19,7,"Early Morning","Saturday",TRUE,FALSE,"Normal","Sleeper",40,34,0.85,545,1.016,1.129,0.814,1.196,0.924,1,560,545,64.2,19040
"BK0533","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-14,2024-08-23,22,21,"Night","Saturday",TRUE,FALSE,"Normal","Sleeper",40,35,0.875,545,0.955,1.171,0.873,1.241,1.007,1,665,650,65.2,23275
"BK0555","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-14,2024-09-09,5,22,"Night","Saturday",TRUE,FALSE,"Normal","Semi-Sleeper",40,15,0.375,545,1.047,1.141,1.056,0.901,1.057,1,655,690,45.5,9825
"BK0843","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-14,2024-09-02,12,14,"Afternoon","Saturday",TRUE,FALSE,"Normal","Semi-Sleeper",40,38,0.95,750,1.022,1.155,0.903,1.365,1.03,1,1125,1050,71,42750
"BK0865","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-14,2024-09-11,3,14,"Afternoon","Saturday",TRUE,FALSE,"Normal","Sleeper",40,36,0.9,750,0.999,1.107,1.174,1.435,1.071,1,1500,1520,69.1,54000
"BK1835","TIRUNELVELI","MADURAI",2024-09-14,2024-09-03,11,21,"Night","Saturday",TRUE,FALSE,"Normal","Semi-Sleeper",40,13,0.325,280,0.984,1.111,0.948,0.976,1.087,1,310,315,44.8,4030
"BK1891","TIRUNELVELI","MADURAI",2024-09-14,2024-09-07,7,5,"Early Morning","Saturday",TRUE,FALSE,"Normal","Sleeper",40,28,0.7,280,0.955,1.11,1.08,1.123,0.948,1,340,345,61.4,9520
"BK0320","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-15,2024-09-01,14,6,"Early Morning","Sunday",TRUE,FALSE,"Normal","Seater",40,37,0.925,1145,1.042,1.143,0.965,1.324,0.923,1,1610,1650,70.3,59570
"BK0601","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-09-15,2024-09-03,12,10,"Morning","Sunday",TRUE,FALSE,"Normal","Semi-Sleeper",40,17,0.425,1050,0.967,1.179,0.984,0.938,1.019,1,1125,1080,48.6,19125
"BK1314","NAGERCOIL","TIRUNELVELI",2024-09-15,2024-08-19,27,20,"Evening","Sunday",TRUE,FALSE,"Normal","Sleeper",40,16,0.4,145,0.954,1.133,0.919,0.949,1.177,1,160,170,50.6,2560
"BK1431","NAGERCOIL","TRICHY",2024-09-15,2024-09-01,14,19,"Evening","Sunday",TRUE,FALSE,"Normal","Semi-Sleeper",40,25,0.625,650,0.989,1.154,0.943,1.032,1.181,1,850,860,55.2,21250
"BK1763","TIRUCHENDUR","TRICHY",2024-09-15,2024-09-09,6,18,"Evening","Sunday",TRUE,FALSE,"Normal","Semi-Sleeper",40,14,0.35,535,1.014,1.182,1.044,0.973,1.152,1,750,790,46,10500
"BK1831","TIRUNELVELI","MADURAI",2024-09-15,2024-08-29,17,6,"Early Morning","Sunday",TRUE,FALSE,"Normal","Sleeper",40,17,0.425,280,0.962,1.148,0.823,0.965,0.951,1,235,235,50.7,3995
"BK1923","TIRUNELVELI","TRICHY",2024-09-15,2024-08-31,15,19,"Evening","Sunday",TRUE,FALSE,"Normal","Sleeper",40,20,0.5,510,0.953,1.134,0.911,1.016,1.115,1,570,545,54.2,11400
"BK1927","TIRUNELVELI","TRICHY",2024-09-15,2024-09-13,2,5,"Early Morning","Sunday",TRUE,FALSE,"Normal","Sleeper",40,39,0.975,510,0.953,1.147,1.124,1.475,0.951,1,880,885,70.7,34320
"BK1964","TIRUNELVELI","TRICHY",2024-09-15,2024-09-13,2,5,"Early Morning","Sunday",TRUE,FALSE,"Normal","Sleeper",40,34,0.85,510,1.028,1.147,1.11,1.249,0.954,1,795,735,68.1,27030
"BK1977","TIRUNELVELI","TRICHY",2024-09-15,2024-08-31,15,8,"Early Morning","Sunday",TRUE,FALSE,"Normal","Semi-Sleeper",40,40,1,510,0.98,1.129,0.818,1.405,0.89,1,575,545,73.9,23000
"BK1992","TIRUNELVELI","TRICHY",2024-09-15,2024-09-14,1,22,"Night","Sunday",TRUE,FALSE,"Normal","Sleeper",40,11,0.275,510,1.049,1.14,1.265,0.766,1.021,1,605,615,45,6655
"BK2045","TIRUPPUR","SALEM",2024-09-15,2024-09-04,11,14,"Afternoon","Sunday",TRUE,FALSE,"Normal","Sleeper",40,40,1,210,1.049,1.116,0.913,1.354,1.065,1,325,300,70.1,13000
"BK0072","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-09-16,2024-09-06,10,22,"Night","Monday",FALSE,FALSE,"Normal","Sleeper",40,13,0.325,680,0.962,1.002,0.977,0.952,1.057,1,645,680,35.2,8385
"BK0108","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-16,2024-09-01,15,19,"Evening","Monday",FALSE,FALSE,"Normal","Sleeper",40,22,0.55,825,0.995,0.961,0.882,1.08,1.14,1,855,895,42.1,18810
"BK0296","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-16,2024-09-15,1,7,"Early Morning","Monday",FALSE,FALSE,"Normal","Semi-Sleeper",40,37,0.925,740,0.985,1.014,1.295,1.349,0.906,1,1170,1215,58,43290
"BK0387","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-16,2024-09-12,4,19,"Evening","Monday",FALSE,FALSE,"Normal","Semi-Sleeper",40,40,1,1145,1.016,1.04,1.091,1.48,1.192,1,2330,2280,64.3,93200
"BK0847","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-16,2024-08-17,30,19,"Evening","Monday",FALSE,FALSE,"Normal","Semi-Sleeper",40,26,0.65,750,0.989,1.028,0.909,1.021,1.124,1,795,835,48,20670
"BK0849","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-16,2024-09-10,6,17,"Evening","Monday",FALSE,FALSE,"Normal","Semi-Sleeper",40,12,0.3,750,1.03,0.968,1.016,0.936,1.102,1,785,745,34.2,9420
"BK0924","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-09-16,2024-09-12,4,19,"Evening","Monday",FALSE,FALSE,"Normal","Sleeper",40,18,0.45,530,0.98,1.019,1.093,0.988,1.124,1,645,615,40.6,11610
"BK0968","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-09-16,2024-08-24,23,18,"Evening","Monday",FALSE,FALSE,"Normal","Semi-Sleeper",40,21,0.525,530,1.005,0.987,0.916,1.018,1.132,1,555,515,42.1,11655
"BK1051","COIMBATORE","SALEM",2024-09-16,2024-09-13,3,21,"Night","Monday",FALSE,FALSE,"Normal","Sleeper",40,39,0.975,295,0.976,0.96,1.218,1.391,1.051,1,495,470,61.3,19305
"BK1123","MADURAI","TRICHY",2024-09-16,2024-09-04,12,21,"Night","Monday",FALSE,FALSE,"Normal","Sleeper",40,29,0.725,220,0.984,0.958,0.96,1.098,1.049,1,230,220,51.3,6670
"BK1703","TIRUCHENDUR","TRICHY",2024-09-16,2024-09-07,9,17,"Evening","Monday",FALSE,FALSE,"Normal","Sleeper",40,24,0.6,535,0.987,1.005,0.975,1.015,1.163,1,610,610,48.2,14640
"BK1732","TIRUCHENDUR","TRICHY",2024-09-16,2024-09-13,3,22,"Night","Monday",FALSE,FALSE,"Normal","Seater",40,27,0.675,535,1.009,1.046,1.208,1.043,1.085,1,770,820,50.6,20790
"BK1807","TIRUNELVELI","MADURAI",2024-09-16,2024-08-26,21,5,"Early Morning","Monday",FALSE,FALSE,"Normal","Semi-Sleeper",40,27,0.675,280,0.994,1.047,0.918,1.046,0.939,1,265,270,51.1,7155
"BK1863","TIRUNELVELI","MADURAI",2024-09-16,2024-09-14,2,19,"Evening","Monday",FALSE,FALSE,"Normal","Sleeper",40,28,0.7,280,1.042,1.033,1.12,1.026,1.127,1,390,400,50.9,10920
"BK2038","TIRUPPUR","SALEM",2024-09-16,2024-09-07,9,20,"Evening","Monday",FALSE,FALSE,"Normal","Sleeper",40,26,0.65,210,1,1.003,0.904,1.037,1.106,1,220,235,48.7,5720
"BK0400","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-17,2024-08-30,18,17,"Evening","Tuesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,13,0.325,1145,1.003,1.003,0.827,0.979,1.187,1,1105,1125,37.8,14365
"BK0701","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-09-17,2024-09-04,13,21,"Night","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,37,0.925,1020,1.026,0.961,0.939,1.496,1.088,1,1535,1600,57.4,56795
"BK0873","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-17,2024-09-02,15,22,"Night","Tuesday",FALSE,FALSE,"Normal","Seater",40,30,0.75,750,1.032,1.013,0.815,1.223,1.056,1,825,855,52.4,24750
"BK1092","COIMBATORE","SALEM",2024-09-17,2024-09-10,7,20,"Evening","Tuesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,33,0.825,295,1.024,0.992,1.054,1.199,1.18,1,445,475,56.8,14685
"BK1302","NAGERCOIL","TIRUNELVELI",2024-09-17,2024-09-11,6,5,"Early Morning","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,32,0.8,145,0.987,0.997,1.048,1.199,0.91,1,165,170,54.2,5280
"BK1326","NAGERCOIL","TIRUNELVELI",2024-09-17,2024-09-14,3,19,"Evening","Tuesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,22,0.55,145,1.026,1.02,1.135,1.025,1.14,1,200,215,42.3,4400
"BK1849","TIRUNELVELI","MADURAI",2024-09-17,2024-08-22,26,10,"Morning","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,24,0.6,280,0.974,0.952,0.91,1.006,0.977,1,230,225,46.2,5520
"BK1869","TIRUNELVELI","MADURAI",2024-09-17,2024-09-15,2,18,"Evening","Tuesday",FALSE,FALSE,"Normal","Sleeper",40,11,0.275,280,1.042,1.025,1.223,0.848,1.139,1,355,330,32.2,3905
"BK1970","TIRUNELVELI","TRICHY",2024-09-17,2024-09-12,5,18,"Evening","Tuesday",FALSE,FALSE,"Normal","Seater",40,34,0.85,510,1.004,1.05,1.064,1.23,1.161,1,815,875,56.5,27710
"BK2007","TIRUPPUR","SALEM",2024-09-17,2024-08-25,23,20,"Evening","Tuesday",FALSE,FALSE,"Normal","Seater",40,22,0.55,210,0.958,0.986,0.864,1.002,1.179,1,200,210,45.9,4400
"BK0372","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-18,2024-09-14,4,22,"Night","Wednesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,39,0.975,1145,0.95,1.039,1.097,1.446,1.094,1,1965,1815,63.6,76635
"BK0403","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-09-18,2024-09-09,9,18,"Evening","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,14,0.35,535,1.011,1.022,0.982,0.935,1.16,1,590,600,38.8,8260
"BK0833","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-18,2024-09-16,2,6,"Early Morning","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,31,0.775,750,0.975,1.032,1.122,1.235,0.928,1,970,920,51.1,30070
"BK1084","COIMBATORE","SALEM",2024-09-18,2024-09-13,5,18,"Evening","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,21,0.525,295,1.032,1.042,1.017,1.04,1.2,1,400,380,42,8400
"BK1113","MADURAI","TRICHY",2024-09-18,2024-09-09,9,22,"Night","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,27,0.675,220,0.961,0.992,0.973,1.051,1.08,1,230,220,47.7,6210
"BK1122","MADURAI","TRICHY",2024-09-18,2024-09-18,0,17,"Evening","Wednesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,39,0.975,220,0.98,1.049,1.424,1.329,1.141,1,490,455,62.5,19110
"BK1589","THANJAVUR","TRICHY",2024-09-18,2024-09-05,13,5,"Early Morning","Wednesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,14,0.35,120,1.044,0.964,0.941,0.926,0.951,1,100,100,34.2,1400
"BK1830","TIRUNELVELI","MADURAI",2024-09-18,2024-09-14,4,20,"Evening","Wednesday",FALSE,FALSE,"Normal","Semi-Sleeper",40,16,0.4,280,0.987,0.95,1.013,0.951,1.104,1,280,300,39.5,4480
"BK2077","TIRUPPUR","SALEM",2024-09-18,2024-09-15,3,18,"Evening","Wednesday",FALSE,FALSE,"Normal","Sleeper",40,11,0.275,210,1.045,0.973,1.231,0.842,1.108,1,245,250,33,2695
"BK0174","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-19,2024-08-23,27,18,"Evening","Thursday",FALSE,FALSE,"Normal","Sleeper",40,26,0.65,825,1.01,0.967,0.893,1.123,1.117,1,900,845,47.5,23400
"BK0547","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-19,2024-09-14,5,17,"Evening","Thursday",FALSE,FALSE,"Normal","Sleeper",40,30,0.75,545,0.98,1.024,1.03,1.209,1.123,1,765,820,54.3,22950
"BK1069","COIMBATORE","SALEM",2024-09-19,2024-09-16,3,10,"Morning","Thursday",FALSE,FALSE,"Normal","Semi-Sleeper",40,11,0.275,295,1.04,1.025,1.219,0.83,1.016,1,325,340,35.9,3575
"BK1478","NAGERCOIL","TRICHY",2024-09-19,2024-09-07,12,10,"Morning","Thursday",FALSE,FALSE,"Normal","Semi-Sleeper",40,30,0.75,650,1.004,0.997,0.984,1.237,0.972,1,770,810,53.8,23100
"BK1580","THANJAVUR","TRICHY",2024-09-19,2024-08-27,23,22,"Night","Thursday",FALSE,FALSE,"Normal","Seater",40,12,0.3,120,1.046,0.967,0.876,0.919,1.041,1,100,105,32.8,1200
"BK1881","TIRUNELVELI","MADURAI",2024-09-19,2024-09-07,12,21,"Night","Thursday",FALSE,FALSE,"Normal","Sleeper",40,38,0.95,280,0.977,1.031,0.901,1.413,1.07,1,385,360,61.4,14630
"BK0016","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-09-20,2024-08-23,28,22,"Night","Friday",FALSE,FALSE,"Normal","Sleeper",40,14,0.35,680,1.017,1.085,0.916,0.993,1.081,1,735,725,49,10290
"BK0331","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-20,2024-09-11,9,21,"Night","Friday",FALSE,FALSE,"Normal","Sleeper",40,19,0.475,1145,1.018,1.14,0.934,0.955,1.083,1,1285,1370,49.2,24415
